-2.348825e-08, 0.023032
-2.328825e-08, 0.025589
-2.308825e-08, 0.031482
-2.288825e-08, 0.032121
-2.268825e-08, 0.026701
-2.248825e-08, 0.023699
-2.228825e-08, 0.022448
-2.208825e-08, 0.021615
-2.188825e-08, 0.021198
-2.168825e-08, 0.020808
-2.148825e-08, 0.021670
-2.128825e-08, 0.022365
-2.108825e-08, 0.022671
-2.088825e-08, 0.023616
-2.068825e-08, 0.023421
-2.048825e-08, 0.020586
-2.028825e-08, 0.019419
-2.008825e-08, 0.018446
-1.988825e-08, 0.018029
-1.968825e-08, 0.017529
-1.948825e-08, 0.019447
-1.928825e-08, 0.022504
-1.908825e-08, 0.022476
-1.888825e-08, 0.020475
-1.868825e-08, 0.017501
-1.848825e-08, 0.016973
-1.828825e-08, 0.016889
-1.808825e-08, 0.017612
-1.788825e-08, 0.018168
-1.768825e-08, 0.017584
-1.748825e-08, 0.016445
-1.728825e-08, 0.017640
-1.708825e-08, 0.018529
-1.688825e-08, 0.017418
-1.668825e-08, 0.016973
-1.648825e-08, 0.015194
-1.628825e-08, 0.014388
-1.608825e-08, 0.015277
-1.588825e-08, 0.014805
-1.568825e-08, 0.014638
-1.548825e-08, 0.014638
-1.528825e-08, 0.016139
-1.508825e-08, 0.016500
-1.488825e-08, 0.015778
-1.468825e-08, 0.015500
-1.448825e-08, 0.012998
-1.428825e-08, 0.011747
-1.408825e-08, 0.010747
-1.388825e-08, 0.010636
-1.368825e-08, 0.010608
-1.348825e-08, 0.010608
-1.328825e-08, 0.011330
-1.308825e-08, 0.012081
-1.288825e-08, 0.012498
-1.268825e-08, 0.010913
-1.248825e-08, 0.009107
-1.228825e-08, 0.008273
-1.208825e-08, 0.009107
-1.188825e-08, 0.008745
-1.168825e-08, 0.009496
-1.148825e-08, 0.008801
-1.128825e-08, 0.007578
-1.108825e-08, 0.007189
-1.088825e-08, 0.008023
-1.068825e-08, 0.008440
-1.048825e-08, 0.007773
-1.028825e-08, 0.005216
-1.008825e-08, 0.003437
-9.888250e-09, 0.004521
-9.688250e-09, 0.007439
-9.488250e-09, 0.012248
-9.288250e-09, 0.011942
-9.088250e-09, 0.010969
-8.888250e-09, 0.010080
-8.688250e-09, 0.008829
-8.488250e-09, 0.006272
-8.288250e-09, 0.007300
-8.088250e-09, 0.011080
